"country","category","year","emissions","pop","gdp","lgdp","lpop","lemissions","const","lgdp_sq","emissions_pc","lemissions_pc"
"SE23","Waste",2009,2236.6484677047,1851702,60040.87,11.0027807759822,14.4316157741139,7.71273380461982,1,121.061184804323,0.00120788791485061,-6.71888196949407
"SE23","Waste",2010,2160.77027845,1866283,71015.64,11.1706554134551,14.4394593101976,7.67822004750136,1,124.783542366155,0.00115779347422122,-6.76123926269627
"SE23","Waste",2011,2110.1175708433,1879781,78497.56,11.2708228204849,14.446665838659,7.65449894569658,1,127.031447050763,0.0011225337264518,-6.79216689296243
"SE23","Waste",2012,2080.7113459106,1892328,81228.61,11.3050228039941,14.4533183750908,7.64046510745526,1,127.803540598827,0.00109955110631487,-6.81285326763553
"SE23","Waste",2013,1989.6154771361,1904563,83839.82,11.336663352606,14.4597631439021,7.59569667147789,1,128.51993597032,0.00104465721382601,-6.86406647242423
"SE23","Waste",2014,1896.6779760828,1921924,83509.13,11.332711246179,14.468837325587,7.5478592012198,1,128.430344189272,0.000986864192383674,-6.92097812436717
"SE23","Waste",2015,1841.0544197646,1942677,88358.6,11.3891588131351,14.4795774767639,7.51809374069005,1,129.712938470813,0.000947689409904271,-6.96148373607386
"SE23","Waste",2016,1847.8722692906,1963466,90916.78,11.4176998615892,14.490221836833,7.5217901314636,1,130.363870129334,0.000941127714608045,-6.96843170536936
"SE23","Waste",2017,1887.0494722914,1992116,94243.2,11.4536339541663,14.5047079483629,7.5427697624554,1,131.185730756031,0.000947258830455355,-6.96193818590753
"SE23","Waste",2018,1898.878300376,2015607,91078.92,11.4194816623999,14.5164309486938,7.54901862259544,1,130.404561437887,0.000942087569836779,-6.96741232609841
"SE23","Waste",2019,1907.8320393397,2039166,92036.49,11.4299404078289,14.5280514586999,7.55372281843722,1,130.64353772652,0.000935594276944447,-6.97432864026265
"SE23","Waste",2020,1933.2062893974,2059729,91160.23,11.4203740063929,14.5380849787138,7.56693519332659,1,130.424942445894,0.000938573127531535,-6.97114978538721
"SE23","Waste",2021,1900.7891845147,2071191,101339.68,11.5262333213379,14.543634362103,7.55002443918723,1,132.854054577921,0.000917727618802274,-6.99360992291573
"SE31","Agriculture",2000,289.27408566549,837892,22437.35,10.0184822599715,13.6386444928771,5.66737463197784,1,100.369986793364,0.000345240300260045,-7.97126986089924
"SE31","Agriculture",2001,287.72674982889,832524,20680,9.93692232862237,13.63221732925,5.6620112444379,1,98.7424253650737,0.000345607754045397,-7.97020608481212
